,Customer_id,City,State,County,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely Responses,Timely Fixes,Timely Replacements,Reliability,Options,Respectfulness Response,Courteous Exchange,Active Listening
8691,S451747,Summersville,WV,Nicholas,9205,Rural,America/New_York,Futures trader,0.0,24.0,"Some College, Less than 1 Year",Full Time,30834.89,Widowed,Female,No,14.63196,17,1,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),70.61755,160.7609,3382.424,3,2,3,2,6,2,3,3
8692,R45785,Closter,NJ,Bergen,8577,Rural,America/New_York,Careers adviser,3.0,57.0,"9th Grade to 12th Grade, No Diploma",Full Time,14549.37,Divorced,Male,No,13.6985,14,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),51.98225,182.5252,4745.401,3,2,3,4,4,2,2,4
8693,R374499,West Henrietta,NY,Monroe,11897,Rural,America/New_York,"Nurse, mental health",3.0,53.0,Associate's Degree,Full Time,33186.785,Separated,Male,No,15.55096,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,68.18047,182.5095,6166.263,4,4,4,2,4,3,4,4
8694,Y747047,Pompano Beach,FL,Broward,27612,Suburban,America/New_York,Adult nurse,10.0,43.0,"Some College, 1 or More Years, No Degree",Unemployed,9043.82,Married,Male,No,40.07954,15,0,0,No,One year,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Mailed Check,55.8392,173.5883,5722.757,2,3,2,3,4,2,3,4
8695,D666505,Rosewood,OH,Champaign,159,Urban,America/New_York,Chartered management accountant,1.0,58.0,Regular High School Diploma,Full Time,36569.31,Married,Female,No,9.146624,13,1,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,50.77278,137.4427,4401.494,4,5,5,3,4,4,4,4
8696,K492175,Kingfisher,OK,Kingfisher,7485,Suburban,America/Chicago,"Research officer, political party",0.0,68.0,GED or Alternative Credential,Full Time,23962.0,Never Married,Male,No,10.70063,14,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),36.19603,127.5362,5662.202,4,4,4,4,3,5,4,5
8697,G869245,West Townshend,VT,Windham,488,Urban,America/New_York,"Embryologist, clinical",4.0,74.0,Bachelor's Degree,Part Time,7729.12,Married,Female,No,5.752279,16,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,55.92296,125.8479,4626.563,5,5,4,4,3,4,4,3
8698,N954346,Port Clyde,ME,Knox,195,Suburban,America/New_York,"Engineer, agricultural",1.0,53.0,Associate's Degree,Full Time,55132.91,Married,Male,No,10.28572,13,0,0,Yes,One year,Yes,No,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Mailed Check,70.22382,118.2029,6244.295,2,3,2,1,5,4,2,2
8699,I493615,Lizemores,WV,Clay,898,Urban,America/New_York,"Surveyor, land/geomatics",3.0,57.0,Bachelor's Degree,Unemployed,33186.785,Never Married,Male,No,11.66475,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),37.10779,134.3562,3281.794,3,3,3,3,5,3,3,4
8700,W345311,Fredericksburg,VA,Stafford,25928,Urban,America/New_York,Educational psychologist,3.0,53.0,Bachelor's Degree,Full Time,10655.22,Divorced,Male,No,8.162873,18,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,71.85451,169.4021,6342.816,3,3,4,5,1,4,4,5
8701,F86943,Jordanville,NY,Herkimer,813,Suburban,America/New_York,Multimedia specialist,1.0,53.0,Master's Degree,Unemployed,33186.785,Married,Female,No,14.64072,14,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,71.40033,125.9522,3382.424,3,4,4,4,5,2,2,4
8702,F823751,Derby,NY,Erie,6298,Suburban,America/New_York,"Engineer, civil (consulting)",1.0,48.0,Master's Degree,Unemployed,37064.13,Never Married,Female,No,12.22059,18,3,0,No,Month-to-month,Yes,Yes,DSL,No,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),48.14443,139.2711,4524.488,3,2,2,5,2,4,3,4
8703,I369913,Lubbock,TX,Lubbock,17243,Rural,America/Chicago,Comptroller,3.0,53.0,Regular High School Diploma,Full Time,16959.6,Never Married,Female,No,10.75042,12,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),69.80263,111.9604,5797.577,3,4,3,3,4,4,3,4
8704,E702248,Center,TX,Shelby,14025,Suburban,America/Chicago,Technical brewer,3.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,53102.99,Married,Female,No,13.66739,9,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),36.19603,244.3757,5980.395,2,3,3,5,4,3,3,4
8705,H314025,Guthrie,TX,King,210,Suburban,America/Chicago,Set designer,1.0,18.0,"9th Grade to 12th Grade, No Diploma",Full Time,22871.51,Divorced,Male,No,15.01544,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Mailed Check,52.38257,191.7252,4791.676,4,4,3,3,3,2,2,3
8706,C190080,Eyota,MN,Olmsted,3080,Urban,America/Chicago,Theatre manager,0.0,45.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Divorced,Male,No,9.517905,13,0,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,55.49451,217.4729,5127.332,2,3,3,3,4,3,2,2
8707,N123959,Misenheimer,NC,Stanly,340,Rural,America/New_York,Special effects artist,1.0,24.0,"Some College, 1 or More Years, No Degree",Student,22328.75,Never Married,Male,No,6.450985,11,0,1,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,57.65949,176.4319,3382.424,3,3,2,5,3,4,2,5
8708,M899189,Dunbar,PA,Fayette,4112,Suburban,America/New_York,Accommodation manager,4.0,68.0,Master's Degree,Student,46018.62,Widowed,Male,No,15.33791,15,2,0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,70.50313,175.3323,6568.314,4,3,3,4,3,2,4,4
8709,J313434,Horntown,VA,Accomack,532,Suburban,America/New_York,Ergonomist,3.0,79.0,Bachelor's Degree,Unemployed,33186.785,Widowed,Male,No,6.612309,12,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,63.56932,222.4786,5866.269,4,5,3,3,4,4,4,5
8710,I958169,Masonville,NY,Delaware,353,Rural,America/New_York,Armed forces logistics/support/administrative officer,1.0,20.0,Regular High School Diploma,Full Time,4824.09,Never Married,Male,No,2.850044,3,1,2,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),48.20556,117.2723,4321.776,4,4,3,4,4,2,3,3
8711,C116690,Daykin,NE,Jefferson,338,Rural,America/Chicago,Politician's assistant,3.0,21.0,Regular High School Diploma,Full Time,8716.7,Widowed,Male,No,8.535773,12,3,0,No,One year,No,Yes,None,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,50.69797,219.1849,4917.704,3,2,2,4,4,3,4,3
8712,F882447,Seneca,NE,Thomas,95,Rural,America/Denver,Automotive engineer,1.0,53.0,Regular High School Diploma,Student,57316.09,Married,Female,No,17.52115,11,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,66.00509,222.8948,6410.876,1,2,1,3,5,3,2,3
8713,E781539,Masury,OH,Trumbull,4300,Rural,America/New_York,Training and development officer,1.0,81.0,"Some College, 1 or More Years, No Degree",Retired,33186.785,Married,Male,No,9.266551,14,1,1,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,Yes,No,Bank Transfer(automatic),58.46541,148.9751,5104.379,3,2,3,3,1,3,3,4
8714,N296260,Portland,OR,Multnomah,34962,Rural,America/Los_Angeles,Television camera operator,0.0,62.0,Regular High School Diploma,Student,47589.97,Separated,Male,No,10.47513,12,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),71.9039,222.0822,6944.851,3,3,3,2,3,4,4,5
8715,J412316,Atkins,VA,Smyth,1624,Suburban,America/New_York,Software engineer,2.0,53.0,Bachelor's Degree,Full Time,33186.785,Married,Male,No,12.60411,16,0,1,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Credit Card (automatic),69.35321,150.8501,6553.156,3,3,3,5,2,3,3,3
8716,T169300,Arlington,TX,Tarrant,24774,Rural,America/Chicago,"Runner, broadcasting/film/video",0.0,60.0,Regular High School Diploma,Part Time,20746.61,Divorced,Female,No,7.318892,17,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,44.14411,216.4944,3990.636,3,3,3,4,4,2,3,2
8717,C708997,Burleson,TX,Johnson,69413,Rural,America/Chicago,Community education officer,1.0,25.0,Associate's Degree,Full Time,38884.17,Separated,Female,No,11.81307,15,0,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,50.72837,222.0701,4791.332,5,5,5,4,3,5,4,3
8718,L277341,Cincinnati,OH,Hamilton,18391,Rural,America/New_York,"Scientist, forensic",1.0,78.0,Regular High School Diploma,Part Time,33186.785,Never Married,Male,No,12.05074,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),66.19707,173.0932,5748.631,4,5,4,4,3,4,3,4
8719,B84035,Berthold,ND,Ward,841,Rural,America/Chicago,Early years teacher,1.0,35.0,"Some College, 1 or More Years, No Degree",Part Time,23178.69,Divorced,Male,No,15.23614,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,46.94667,211.7375,4471.005,3,3,3,2,2,3,3,3
8720,M65348,Catawba,WI,Price,448,Rural,America/Chicago,Public house manager,1.0,58.0,Master's Degree,Full Time,46509.62,Widowed,Male,No,12.03793,11,0,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),62.50486,181.2882,5510.771,3,4,5,3,4,3,3,2
8721,D560109,Eustis,FL,Lake,9922,Suburban,America/New_York,Estate manager/land agent,1.0,25.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Divorced,Female,No,7.347743,13,0,2,Yes,Month-to-month,Yes,No,None,No,No,No,No,No,No,Yes,No,No,Electronic Check,67.69816,117.596,5917.08,5,5,4,2,5,4,3,3
8722,E94706,Callao,MO,Macon,788,Rural,America/Chicago,Special effects artist,0.0,53.0,Regular High School Diploma,Full Time,33186.785,Separated,Male,No,5.315564,15,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,59.94097,123.3321,3382.424,3,3,2,4,5,2,4,2
8723,U272006,Gloucester City,NJ,Camden,13269,Urban,America/New_York,Health physicist,0.0,66.0,"Some College, Less than 1 Year",Part Time,5523.47,Divorced,Female,No,36.6681,9,1,1,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),63.45694,200.4291,5792.098,2,3,2,3,2,3,4,3
8724,P261491,Minneapolis,MN,Hennepin,13744,Rural,America/Chicago,Cabin crew,0.0,53.0,Bachelor's Degree,Unemployed,41900.38,Married,Female,No,11.872,8,1,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),62.83864,131.1217,5499.616,4,3,3,4,3,4,3,4
8725,J281764,Lagrange,GA,Troup,25266,Rural,America/New_York,Music therapist,1.0,53.0,"9th Grade to 12th Grade, No Diploma",Retired,33186.785,Never Married,Male,No,13.49585,10,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Electronic Check,36.19603,172.537,4893.438,3,4,4,2,4,4,2,4
8726,C34648,Sebring,FL,Highlands,4689,Suburban,America/New_York,Veterinary surgeon,1.0,53.0,Regular High School Diploma,Part Time,25206.38,Separated,Female,No,7.720638,15,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,70.33975,162.983,6608.717,5,4,5,4,3,3,4,4
8727,Z501442,Palmyra,ME,Somerset,2068,Suburban,America/New_York,Research scientist (physical sciences),5.0,28.0,Master's Degree,Full Time,36474.65,Never Married,Male,No,10.0649,11,0,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),36.19603,138.3706,5930.301,4,4,3,1,5,3,2,1
8728,P338134,Milton,IA,Van Buren,1104,Urban,America/Chicago,Retail buyer,4.0,25.0,Regular High School Diploma,Full Time,13487.36,Separated,Female,No,11.33193,10,0,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,55.74501,176.3065,5600.15,4,5,5,5,2,4,4,4
8729,S704223,Norfolk,VA,Norfolk,32080,Rural,America/New_York,"Scientist, research (physical sciences)",7.0,55.0,Associate's Degree,Full Time,23171.12,Widowed,Female,No,14.02742,13,0,0,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,71.12475,181.7366,6273.577,2,3,4,2,5,3,3,4
8730,U645837,Houston,TX,Harris,35230,Urban,America/Chicago,Forensic psychologist,0.0,53.0,Regular High School Diploma,Part Time,46348.16,Divorced,Female,No,9.551915,11,2,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),66.96136,245.5263,6469.579,3,4,4,3,2,4,5,3
8731,F830666,Unionville,IN,Monroe,1539,Suburban,America/Indiana/Indianapolis,Quality manager,2.0,79.0,Bachelor's Degree,Full Time,33186.785,Divorced,Male,No,8.602345,7,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,71.99373,223.6231,6877.221,4,4,4,4,4,4,5,5
8732,E577272,Albany,GA,Dougherty,26094,Urban,America/New_York,Forensic psychologist,3.0,24.0,Regular High School Diploma,Full Time,65486.61,Married,Female,No,13.00928,11,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,60.98321,131.9243,5939.67,4,3,3,4,3,4,4,4
8733,P450130,Arlington,VA,Arlington,12705,Urban,America/New_York,Building surveyor,1.0,18.0,"9th Grade to 12th Grade, No Diploma",Full Time,29267.03,Widowed,Male,No,12.23851,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),60.50817,175.3604,5474.791,4,2,5,6,3,3,4,6
8734,D292974,Haugan,MT,Mineral,17,Urban,America/Denver,Geochemist,2.0,34.0,GED or Alternative Credential,Full Time,33186.785,Widowed,Male,No,11.7642,15,1,1,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,59.53457,152.4393,5403.227,3,5,6,4,3,4,4,4
8735,L594942,Old Bridge,NJ,Middlesex,40335,Suburban,America/New_York,"Engineer, production",4.0,31.0,Doctorate Degree,Full Time,69199.04,Widowed,Prefer not to answer,No,8.18817,7,0,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),71.12849,114.5245,6103.615,4,4,5,4,4,4,4,5
8736,D449561,Carbondale,IL,Jackson,3211,Suburban,America/Chicago,"Surveyor, land/geomatics",0.0,72.0,"9th Grade to 12th Grade, No Diploma",Part Time,24592.08,Never Married,Female,No,8.656956,15,1,1,Yes,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,36.19603,228.9229,6028.793,4,5,5,3,2,5,4,4
8737,Z637015,Inlet Beach,FL,Walton,34,Rural,America/Chicago,"Lighting technician, broadcasting/film/video",6.0,56.0,Regular High School Diploma,Full Time,8483.28,Never Married,Male,No,9.410527,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Credit Card (automatic),60.77384,146.7083,5401.718,3,3,3,4,3,5,4,4
8738,J215190,Clarkson,NE,Colfax,1232,Suburban,America/Chicago,Community development worker,10.0,53.0,Bachelor's Degree,Unemployed,21020.26,Separated,Male,No,12.01366,11,0,0,No,Two Year,No,No,None,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Credit Card (automatic),64.38287,152.0984,5932.68,4,4,4,5,2,5,5,3
8739,S222652,Wichita Falls,TX,Wichita,19092,Suburban,America/Chicago,Cytogeneticist,2.0,53.0,Regular High School Diploma,Unemployed,49830.03,Separated,Male,No,6.945318,12,1,1,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,62.86571,266.3432,6315.895,3,4,4,2,6,4,4,5
8740,R369407,Jolon,CA,Monterey,820,Rural,America/Los_Angeles,Technical brewer,1.0,80.0,"Some College, Less than 1 Year",Student,9743.36,Married,Female,No,11.84535,17,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,51.60705,162.2063,4446.381,4,4,5,3,4,3,3,4
8741,J339712,Waco,TX,McLennan,38597,Rural,America/Chicago,"Engineer, maintenance (IT)",2.0,62.0,"Some College, 1 or More Years, No Degree",Part Time,39116.35,Married,Male,No,5.803393,8,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,62.4542,256.3729,5898.164,5,4,3,5,4,4,3,4
8742,M30542,Edgecomb,ME,Lincoln,1082,Urban,America/New_York,Toxicologist,2.0,18.0,Regular High School Diploma,Part Time,33186.785,Married,Male,No,14.47841,9,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,60.21411,159.5763,5422.994,2,2,4,4,4,2,3,3
8743,Z709934,Rocklake,ND,Towner,237,Rural,America/Chicago,"Development worker, community",1.0,79.0,Bachelor's Degree,Full Time,74269.41,Separated,Female,No,10.96334,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Electronic Check,47.1766,138.8464,4528.256,3,5,4,3,2,5,5,5
8744,M18617,Arkansaw,WI,Pepin,1269,Rural,America/Chicago,Advertising account planner,1.0,42.0,Bachelor's Degree,Part Time,143641.2,Separated,Male,No,33.64011,11,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),64.5472,285.305,6104.448,4,4,4,3,4,3,3,5
8745,A490867,Basking Ridge,NJ,Somerset,27017,Suburban,America/New_York,"Psychologist, educational",2.0,41.0,Master's Degree,Full Time,40818.88,Widowed,Male,No,7.599372,8,1,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),51.92063,162.2222,4662.417,2,3,3,2,5,2,4,3
8746,E605510,Helendale,CA,San Bernardino,6508,Urban,America/Los_Angeles,Professor Emeritus,1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,43464.06,Widowed,Female,No,8.209089,10,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),54.09544,243.1312,5158.502,4,3,4,3,4,3,3,4
8747,C426956,Maxton,NC,Robeson,15183,Suburban,America/New_York,"Engineer, land",2.0,36.0,Regular High School Diploma,Part Time,35713.37,Separated,Male,No,13.68808,11,3,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),56.19138,184.8298,5533.878,3,3,4,2,4,3,4,3
8748,N312898,Tacoma,WA,Pierce,7008,Urban,America/Los_Angeles,Teaching laboratory technician,1.0,31.0,Regular High School Diploma,Full Time,50967.01,Widowed,Male,No,5.485629,14,0,0,Yes,Two Year,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),57.98413,175.0271,5688.322,4,5,4,2,5,4,3,5
8749,P401215,Sonoma,CA,Sonoma,36792,Suburban,America/Los_Angeles,"Engineer, technical sales",1.0,81.0,Master's Degree,Student,87775.72,Divorced,Male,No,14.24391,17,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,62.60438,147.5186,5716.118,4,5,5,4,5,3,4,4
8750,Y168157,Jonesboro,GA,Clayton,49694,Rural,America/New_York,"Sales professional, IT",1.0,53.0,Professional School Degree,Student,42200.42,Never Married,Female,No,16.51078,11,4,2,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Mailed Check,36.19603,148.4443,4002.031,3,4,4,3,2,3,4,2
8751,F702843,Dittmer,MO,Jefferson,5817,Rural,America/Chicago,General practice doctor,1.0,64.0,Regular High School Diploma,Full Time,33186.785,Divorced,Male,Yes,9.010942,10,1,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),62.71718,243.7954,5772.058,4,3,3,5,3,4,5,4
8752,O346280,Tulare,CA,Tulare,73778,Urban,America/Los_Angeles,"Geneticist, molecular",1.0,53.0,Bachelor's Degree,Retired,17271.98,Married,Male,No,13.84238,15,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),47.4649,129.4665,4571.668,4,4,3,3,2,4,4,4
8753,E798904,Bayamon,PR,BayamÃ³n,30784,Urban,America/Puerto_Rico,Radio producer,0.0,83.0,Regular High School Diploma,Full Time,55223.1,Widowed,Male,Yes,11.60119,10,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),63.38783,257.9391,6325.364,4,5,6,2,4,4,4,2
8754,F789317,Grant Park,IL,Kankakee,3433,Rural,America/Chicago,"Research officer, political party",1.0,43.0,Bachelor's Degree,Unemployed,33186.785,Married,Male,No,11.46365,11,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,56.15392,124.9989,4737.057,5,3,4,2,5,3,3,2
8755,D938071,Russellville,MO,Cole,2723,Suburban,America/Chicago,"Production designer, theatre/television/film",1.0,45.0,Doctorate Degree,Full Time,26449.68,Never Married,Male,No,39.01649,14,2,2,No,Two Year,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),62.13428,297.3158,6368.714,4,3,4,6,3,4,2,4
8756,J237830,Big Wells,TX,Dimmit,887,Suburban,America/Chicago,Geophysical data processor,1.0,35.0,Bachelor's Degree,Unemployed,14865.17,Separated,Female,No,8.108238,14,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Credit Card (automatic),63.90796,152.638,6037.704,4,4,3,3,4,3,3,4
8757,W679652,Mentor,OH,Lake,60476,Suburban,America/New_York,"Development worker, community",8.0,40.0,Bachelor's Degree,Full Time,35016.3,Married,Male,No,42.96738,12,0,0,No,Two Year,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),62.75391,157.349,5743.678,3,1,1,3,4,2,3,2
8758,I317260,Tomah,WI,Monroe,16062,Urban,America/Chicago,"Accountant, chartered public finance",1.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,83829.32,Married,Male,No,7.910326,9,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,64.25291,136.5036,6001.003,5,4,3,4,2,4,4,3
8759,U00501,Walnut,KS,Bourbon,524,Urban,America/Chicago,"Engineer, manufacturing systems",0.0,65.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Separated,Female,No,14.04311,13,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Mailed Check,69.22651,142.1179,6317.45,4,5,3,4,3,5,4,4
8760,P980194,Albany,NY,Albany,31251,Rural,America/New_York,Radiation protection practitioner,3.0,86.0,Regular High School Diploma,Full Time,33186.785,Married,Female,Yes,4.388355,12,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Mailed Check,36.28161,275.8874,3570.283,5,5,4,4,1,4,5,4
8761,G417160,North Troy,VT,Orleans,1730,Suburban,America/New_York,Geophysicist/field seismologist,1.0,56.0,Regular High School Diploma,Full Time,51834.27,Separated,Female,No,7.975528,11,1,0,No,Two Year,No,No,None,Yes,Yes,No,No,No,No,No,No,No,Credit Card (automatic),46.38454,112.0878,3382.424,3,3,3,3,4,3,2,4
8762,P271479,Colton,SD,Minnehaha,1455,Urban,America/Chicago,Data scientist,1.0,48.0,"Some College, Less than 1 Year",Full Time,24548.06,Widowed,Male,No,9.084047,10,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,36.19603,174.164,5577.592,4,3,3,2,4,3,2,4
8763,G340831,Coventry,VT,Orleans,75,Urban,America/New_York,Garment/textile technologist,3.0,45.0,"Some College, Less than 1 Year",Full Time,35021.59,Widowed,Male,No,8.714529,12,3,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),38.29305,205.4605,3735.933,5,4,4,1,4,2,3,3
8764,E556319,Roy,WA,Pierce,11195,Rural,America/Los_Angeles,"Optician, dispensing",1.0,44.0,Master's Degree,Student,12558.05,Never Married,Male,No,10.30748,17,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),50.62244,221.1823,4783.409,6,6,7,4,4,7,4,4
8765,V493123,Pasadena,TX,Harris,38568,Suburban,America/Chicago,Arts administrator,4.0,27.0,"Some College, Less than 1 Year",Full Time,41466.61,Divorced,Male,No,6.36045,11,1,2,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),64.88052,148.8105,6167.5,4,2,3,4,3,4,5,5
8766,T431514,Avis,PA,Clinton,1537,Suburban,America/New_York,Commercial art gallery manager,7.0,53.0,Bachelor's Degree,Full Time,12835.28,Divorced,Female,No,5.71387,15,1,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Mailed Check,45.66396,147.5461,3382.424,2,2,3,1,4,1,3,2
